coc_number,coc_name,cfda_number,program_title,types_of_assistance,objectives,beneficiary_eligability,level_of_detail,level_of_focus_on_homelessness,category,program_website,CFDA_website,fed_funding
MD-510,Garrett County CoC,93.527,Grants for New and Expanded Services under the Health Center Program,B - Project Grants,"To provide for expanded and sustained national investment in health centers funded under section 330 of the Public Health Service Act, including expanding the current safety net on a national basis by creating new access points (i.e., new health centers and sites), expanding services at existing health centers, and expanding networks that facilitate health information technology-based quality improvements in health centers.","Population groups in medically underserved areas, medically underserved populations, and special populations such migratory and seasonal agricultural workers, people experiencing homelessness, and public housing residents.",CoC,2,Health,http://www.hrsa.gov,https://cfda.gov/index?s=program&mode=form&tab=step1&id=219960dfccc5d9b755ae77ba03ace755,2463324
MD-510,Garrett County CoC,14.267,Continuum of Care Program,"B - Project Grants, C - Direct Payments for Specified Use","The program is designed to promote community-wide commitment to the goal of ending homelessness; provide funding for efforts by nonprofit providers, States, and local governments to quickly house homeless individuals and families while minimizing the trauma and dislocation caused to homeless individuals, families, and communities by homelessness; promote access to and effective utilization of mainstream programs by homeless individuals and families; and optimize self-sufficiency among individuals and families experiencing homelessness. Continuum of Care Program funds may be used to pay for the eligible costs used to establish and operate projects under five program components: (i) permanent housing, which includes permanent supportive housing for persons with disabilities, and rapid rehousing; (ii) transitional housing; (iii) supportive services only; (iv) Homeless Management Information Systems (HMIS), and (v) in some cases, homelessness prevention.","Homeless individuals and families with children; Recipients in Continuums of Care that have been designated by HUD as High Performing Communities (HPC) may serve persons determined to be at-risk of homelessness, based on criteria established through the present year Notice of Funding Availability (NOFA).",CoC,1,Housing,http://www.hudexchange.info/coc,https://cfda.gov/index?s=program&mode=form&tab=step1&id=15625a40a83ffcbd5d4b9362ccb0d1e1,237274
MD-601,Montgomery County CoC,14.231,Emergency Solutions Grant Program,A - FORMULA GRANTS,"The ESG program provides funding to: (1) engage homeless individuals and families living on the street; (2) improve the number and quality of emergency shelters for homeless individuals and families; (3) help operate these shelters; (4) provide essential services to shelter residents, (5) rapidly re-house homeless individuals and families, and (6) prevent families and individuals from becoming homeless.","The minimum eligibility criteria for ESG beneficiaries are as follows: For essential services related to street outreach, beneficiaries must meet the criteria under paragraph (1)(i) of the “homeless” definition under § 576.2. For emergency shelter, beneficiaries must meet the “homeless” definition in 24 CFR 576.2. For essential services related to emergency shelter, beneficiaries must be “homeless” and staying in an emergency shelter (which could include a day shelter). For homelessness prevention assistance, beneficiaries must meet the requirements described in 24 CFR 576.103. For rapid re-housing assistance, beneficiaries must meet requirements described in 24 CFR 576.104. Further eligibility criteria may be established at the local level in accordance with 24 CFR 576.400(e).",CoC,1,Housing,http://www.hudexchange.info/esg,https://cfda.gov/index?s=program&mode=form&tab=step1&id=55c83b2b2f169cf8510b92ce1b8f0cfe,735894
MD-601,Montgomery County CoC,14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,B - PROJECT GRANTS,"The Section 8 Moderate Rehabilitation Single Room Occupancy Program provides rental assistance to homeless individuals. Under the program, HUD enters into Annual Contributions Contracts with public housing agencies (PHAs) in connection with the moderate rehabilitation of residential properties that, when rehabilitation is completed, will contain multiple single room dwelling units.",Homeless individuals.,CoC,1,Housing,http://www.hudexchange.info/sro,https://cfda.gov/index?s=program&mode=form&tab=step1&id=bff000c5ae9798026c2d4331794f25aa,46601
MD-513,Wicomico/Somerset/Worcester County CoC,16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault",B - PROJECT GRANTS,"To provide transitional housing assistance and related support services to minors, adults, and their dependents who are homeless, or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence, dating violence, sexual assault, or stalking; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.","Beneficiaries include minors, adults, and their dependants who are homeless or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.",CoC,1,Housing,http://www.justice.gov/ovw,https://cfda.gov/index?s=program&mode=form&tab=step1&id=253064427602732ba0055eda5f518a25,349622
MD-513,Wicomico/Somerset/Worcester County CoC,93.527,Grants for New and Expanded Services under the Health Center Program,B - Project Grants,"To provide for expanded and sustained national investment in health centers funded under section 330 of the Public Health Service Act, including expanding the current safety net on a national basis by creating new access points (i.e., new health centers and sites), expanding services at existing health centers, and expanding networks that facilitate health information technology-based quality improvements in health centers.","Population groups in medically underserved areas, medically underserved populations, and special populations such migratory and seasonal agricultural workers, people experiencing homelessness, and public housing residents.",CoC,2,Health,http://www.hrsa.gov,https://cfda.gov/index?s=program&mode=form&tab=step1&id=219960dfccc5d9b755ae77ba03ace755,2753910
MD-601,Montgomery County CoC,17.805,Homeless Veterans' Reintegration Program,B - PROJECT GRANTS,To provide services to assist in reintegrating homeless veterans into meaningful employment within the labor force; and to stimulate the development of effective service delivery systems that will address the complex problems facing homeless veterans.,"Individuals who are homeless veterans. The term homeless or homeless individual includes: (1) An individual who lacks a fixed, regular, and adequate night-time residence; and (2) an individual who has a primary night-time residence that is: (a) a supervised publicly or privately operated shelter designed to provide temporary living accommodations including welfare hotels, congregate shelters, and transitional housing for the mentally ill; (b) an institution that provides a temporary institutionalized; or (c) a public or private place not designed for, or ordinarily used as, a regular sleeping accommodations for human beings (Reference: 42 U.S.C. 1302), and (3) an individual or family who - (a) will imminently lose their housing, including housing they own, rent, or live in without paying rent, are sharing with others, and rooms in hotels or motels not paid for by Federal, State, or local government programs for low-income individuals or by charitable organizations, as evidenced by - (i) a court order resulting from an eviction action that notifies the individual or family that they must leave within 14 days; (ii) the individual or family having a primary nighttime residence that is a room in a hotel or motel and where they lack the resources necessary to reside there for more than 14 days; or (iii) credible evidence indicating that the owner or renter of the housing will not allow the individual or family to stay for more than 14 days, and any oral statement from an individual or family seeking homeless assistance that is found to be credible shall be considered credible evidence for purposes of this clause; (b) has no subsequent residence identified; and (c) lacks the resources or support networks needed to obtain other permanent housing. A veteran is an individual who served in the activity military, naval, or air service, and who was discharged or released there from under conditions other than dishonorable. (Reference: 33 U.S.C. 101 (2).).",CoC,1,Employment,http://www.dol.gov/dol/vets,https://cfda.gov/index?s=program&mode=form&tab=step1&id=2659a95e66fcebfa404ede61150b4df4,5.00E+05
MD-505,Baltimore County CoC,14.235,Supportive Housing Program,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE","The Supportive Housing Program is designed to promote the development of supportive housing and supportive services to assist homeless individuals and families in the transition from homelessness and to enable them to live as independently as possible. Program funds may be used to provide: (i) transitional housing within a 24-month period as well as up to six months of follow-up services to former residents to assist their adjustment to independent living; (ii) permanent housing provided in conjunction with appropriate supportive services designed to maximize the ability of persons with disabilities to live as independently as possible; (iii) supportive housing that is, or is part of, a particularly innovative project for, or alternative method of, meeting the immediate and long-term needs of homeless individuals and families; (iv) supportive services for homeless individuals not provided in conjunction with supportive housing,(v) safe havens for homeless individuals with serious mental illness currently residing on the streets who may not yet be ready for supportive services; and (vi) Homeless Management Information Systems (HMIS) for developing management information systems to maintain data on beds, units and homeless individuals.",Homeless individuals and families with children.,CoC,1,Housing,http://www.hudexchange.info/shp,https://cfda.gov/index?s=program&mode=form&tab=step1&id=e8bccb4b9e5871bc750fa3843e66dcdf,-12841.23
MD-506,Carroll County CoC,14.267,Continuum of Care Program,"B - Project Grants, C - Direct Payments for Specified Use","The program is designed to promote community-wide commitment to the goal of ending homelessness; provide funding for efforts by nonprofit providers, States, and local governments to quickly house homeless individuals and families while minimizing the trauma and dislocation caused to homeless individuals, families, and communities by homelessness; promote access to and effective utilization of mainstream programs by homeless individuals and families; and optimize self-sufficiency among individuals and families experiencing homelessness. Continuum of Care Program funds may be used to pay for the eligible costs used to establish and operate projects under five program components: (i) permanent housing, which includes permanent supportive housing for persons with disabilities, and rapid rehousing; (ii) transitional housing; (iii) supportive services only; (iv) Homeless Management Information Systems (HMIS), and (v) in some cases, homelessness prevention.","Homeless individuals and families with children; Recipients in Continuums of Care that have been designated by HUD as High Performing Communities (HPC) may serve persons determined to be at-risk of homelessness, based on criteria established through the present year Notice of Funding Availability (NOFA).",CoC,1,Housing,http://www.hudexchange.info/coc,https://cfda.gov/index?s=program&mode=form&tab=step1&id=15625a40a83ffcbd5d4b9362ccb0d1e1,260658
ME-500,Maine Balance of State CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,595365
ME-500,Maine Balance of State CoC,93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",B - PROJECT GRANTS,"The Service Connection for Youth on the Streets, also referred to as the Street Outreach Program (SOP) makes grants available to nonprofit agencies for the purpose of providing street-based services to runaway, homeless and street youth who have been subjected to, or are at risk of being subjected to sexual abuse, prostitution, human trafficking, sexual exploitation, or other forms of victimization.",Runaway and homeless street youth are the beneficiaries of SOPs.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=ec212192d2c563e47eaf2e847a35c634,325401
ME-500,Maine Balance of State CoC,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,179367
ME-500,Maine Balance of State CoC,14.231,Emergency Solutions Grant Program,A - FORMULA GRANTS,"The ESG program provides funding to: (1) engage homeless individuals and families living on the street; (2) improve the number and quality of emergency shelters for homeless individuals and families; (3) help operate these shelters; (4) provide essential services to shelter residents, (5) rapidly re-house homeless individuals and families, and (6) prevent families and individuals from becoming homeless.","The minimum eligibility criteria for ESG beneficiaries are as follows: For essential services related to street outreach, beneficiaries must meet the criteria under paragraph (1)(i) of the “homeless” definition under § 576.2. For emergency shelter, beneficiaries must meet the “homeless” definition in 24 CFR 576.2. For essential services related to emergency shelter, beneficiaries must be “homeless” and staying in an emergency shelter (which could include a day shelter). For homelessness prevention assistance, beneficiaries must meet the requirements described in 24 CFR 576.103. For rapid re-housing assistance, beneficiaries must meet requirements described in 24 CFR 576.104. Further eligibility criteria may be established at the local level in accordance with 24 CFR 576.400(e).",CoC,1,Housing,http://www.hudexchange.info/esg,https://cfda.gov/index?s=program&mode=form&tab=step1&id=55c83b2b2f169cf8510b92ce1b8f0cfe,1311285
ME-500,Maine Balance of State CoC,93.527,Grants for New and Expanded Services under the Health Center Program,B - Project Grants,"To provide for expanded and sustained national investment in health centers funded under section 330 of the Public Health Service Act, including expanding the current safety net on a national basis by creating new access points (i.e., new health centers and sites), expanding services at existing health centers, and expanding networks that facilitate health information technology-based quality improvements in health centers.","Population groups in medically underserved areas, medically underserved populations, and special populations such migratory and seasonal agricultural workers, people experiencing homelessness, and public housing residents.",CoC,2,Health,http://www.hrsa.gov,https://cfda.gov/index?s=program&mode=form&tab=step1&id=219960dfccc5d9b755ae77ba03ace755,42552630
ME-500,Maine Balance of State CoC,14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,B - PROJECT GRANTS,"The Section 8 Moderate Rehabilitation Single Room Occupancy Program provides rental assistance to homeless individuals. Under the program, HUD enters into Annual Contributions Contracts with public housing agencies (PHAs) in connection with the moderate rehabilitation of residential properties that, when rehabilitation is completed, will contain multiple single room dwelling units.",Homeless individuals.,CoC,1,Housing,http://www.hudexchange.info/sro,https://cfda.gov/index?s=program&mode=form&tab=step1&id=bff000c5ae9798026c2d4331794f25aa,36474
ME-500,Maine Balance of State CoC,16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault",B - PROJECT GRANTS,"To provide transitional housing assistance and related support services to minors, adults, and their dependents who are homeless, or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence, dating violence, sexual assault, or stalking; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.","Beneficiaries include minors, adults, and their dependants who are homeless or in need of transitional housing or other housing assistance, as a result of a situation of domestic violence; and for whom emergency shelter services or other crisis intervention services are unavailable or insufficient.",CoC,1,Housing,http://www.justice.gov/ovw,https://cfda.gov/index?s=program&mode=form&tab=step1&id=253064427602732ba0055eda5f518a25,-2990.64
MI-508,Lansing/East Lansing/Ingham County CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,394726
MI-508,Lansing/East Lansing/Ingham County CoC,93.527,Grants for New and Expanded Services under the Health Center Program,B - Project Grants,"To provide for expanded and sustained national investment in health centers funded under section 330 of the Public Health Service Act, including expanding the current safety net on a national basis by creating new access points (i.e., new health centers and sites), expanding services at existing health centers, and expanding networks that facilitate health information technology-based quality improvements in health centers.","Population groups in medically underserved areas, medically underserved populations, and special populations such migratory and seasonal agricultural workers, people experiencing homelessness, and public housing residents.",CoC,2,Health,http://www.hrsa.gov,https://cfda.gov/index?s=program&mode=form&tab=step1&id=219960dfccc5d9b755ae77ba03ace755,2687130
MI-508,Lansing/East Lansing/Ingham County CoC,93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",B - PROJECT GRANTS,"The Service Connection for Youth on the Streets, also referred to as the Street Outreach Program (SOP) makes grants available to nonprofit agencies for the purpose of providing street-based services to runaway, homeless and street youth who have been subjected to, or are at risk of being subjected to sexual abuse, prostitution, human trafficking, sexual exploitation, or other forms of victimization.",Runaway and homeless street youth are the beneficiaries of SOPs.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=ec212192d2c563e47eaf2e847a35c634,144549
MI-505,Flint/Genesee County CoC,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,2.00E+05
MI-505,Flint/Genesee County CoC,93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",B - PROJECT GRANTS,"The Service Connection for Youth on the Streets, also referred to as the Street Outreach Program (SOP) makes grants available to nonprofit agencies for the purpose of providing street-based services to runaway, homeless and street youth who have been subjected to, or are at risk of being subjected to sexual abuse, prostitution, human trafficking, sexual exploitation, or other forms of victimization.",Runaway and homeless street youth are the beneficiaries of SOPs.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=ec212192d2c563e47eaf2e847a35c634,169495
MI-505,Flint/Genesee County CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,194726
MI-500,Michigan Balance of State CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,371551
MI-500,Michigan Balance of State CoC,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,122400
MI-507,Portage/Kalamazoo City & County CoC,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,147312
MI-506,Grand Rapids/Wyoming/Kent County CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,194726
MI-506,Grand Rapids/Wyoming/Kent County CoC,93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",B - PROJECT GRANTS,"The Service Connection for Youth on the Streets, also referred to as the Street Outreach Program (SOP) makes grants available to nonprofit agencies for the purpose of providing street-based services to runaway, homeless and street youth who have been subjected to, or are at risk of being subjected to sexual abuse, prostitution, human trafficking, sexual exploitation, or other forms of victimization.",Runaway and homeless street youth are the beneficiaries of SOPs.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=ec212192d2c563e47eaf2e847a35c634,194430
MI-506,Grand Rapids/Wyoming/Kent County CoC,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,199930
MI-518,Livingston County CoC,93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",B - PROJECT GRANTS,"The Service Connection for Youth on the Streets, also referred to as the Street Outreach Program (SOP) makes grants available to nonprofit agencies for the purpose of providing street-based services to runaway, homeless and street youth who have been subjected to, or are at risk of being subjected to sexual abuse, prostitution, human trafficking, sexual exploitation, or other forms of victimization.",Runaway and homeless street youth are the beneficiaries of SOPs.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=ec212192d2c563e47eaf2e847a35c634,109085
MI-503,St. Clair Shores/Warren/Macomb County CoC,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,4.00E+05
MI-503,St. Clair Shores/Warren/Macomb County CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,194726
MI-513,"Marquette, Alger Counties CoC",93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,0
MI-516,Norton Shores/Muskegon City & County CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,2.00E+05
MI-504,Pontiac/Royal Oak/Oakland County CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,194726
MI-504,Pontiac/Royal Oak/Oakland County CoC,93.623,Basic Center Grant,B - PROJECT GRANTS,"The purpose of Part A of the RHY Act (Runaway and Homeless Youth Grant Program) is to establish or strengthen locally controlled community-based programs that address the immediate needs of runaway and homeless youth and their families. Services must be delivered outside of the law enforcement, child welfare, mental health, and juvenile justice systems. The goals and objectives of the Basic Center Program are to: 1) alleviate problems of runaway and homeless youth; 2) reunite youth with their families, if deemed safe, and encourage the resolution of intra-family problems through counseling and other services; 3) strengthen family relationships and encourage stable living conditions for youth; and 4) help youth decide on constructive courses of action.",Runaway and homeless youth and their families are the beneficiaries. Services can be provided to youth up to the age of 18.,CoC,1,Support Services,http://www.acf.hhs.gov/programs/fysb.,https://cfda.gov/index?s=program&mode=form&tab=step1&id=5000109fa3a630c48fc6d5b4e9fddb9d,2.00E+05
MI-510,Saginaw City & County CoC,93.55,Transitional Living for Homeless Youth,B - PROJECT GRANTS,"The primary goal of the Transitional Living Program (TLP)/Maternity Group Home (MGH) is to help runaway and homeless youth between the ages of 16 to under 22 establish sustainable living and well-being for themselves and if applicable, their dependent child(ren). Through the provision of residential stay up to 540 days and comprehensive services, TLP youth between the ages of 16 to under 22 will realize improvements in four core outcome areas: stable housing, education/employment, permanent connections, and well-being.",Homeless youth (ages 16 to under 22) are the beneficiaries.,CoC,1,Housing,http://http//www.acf.hhs.gov/programs/fysb,https://cfda.gov/index?s=program&mode=form&tab=step1&id=f74a97816c9a358d2295f379d8a6da41,194726
